total,price,condition,MPN,movement,case material,band material,model,listingType
3500,3500,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,Auction
4750,4750,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice
3700,3700,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,StoreInventory
7999,7999,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,StoreInventory
8150,8150,pre-owned,18038,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,FixedPrice
3535,3500,pre-owned,Does Not Apply,Mechanical (Automatic),"18K Yellow Gold Crown, Stainless Steel",Stainless Steel & Yellow Gold,Rolex Datejust,FixedPrice
6100,6100,new with tags,178240,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
7063,7000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
3000,3000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
5888,5888,pre-owned,69178,Mechanical (Automatic),18K Solid Gold,Solid Gold,Rolex Datejust,StoreInventory
3544,3499,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice
3325,3250,pre-owned,Does Not Apply,Mechanical (Automatic),Gold Shell,Genuine Leather,Rolex Oyster Perpetual,FixedPrice
10850,10850,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,FixedPrice
6000,6000,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory
3305,3250,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & Gold Filled Yellow Gold,Rolex Datejust,StoreInventory
4301,4301,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
6900,6900,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
3150,3150,pre-owned,16013,Mechanical (Automatic),Stainless Steel,18K Gold / Stainless Steel,Rolex Datejust,Auction
3150,3150,pre-owned,16013,Mechanical (Automatic),Stainless Steel,18K Gold / Stainless Steel,DateJust,Auction
5580,5500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
3650,3650,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust 36,StoreInventory
3600,3600,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel",Stainless & Solid Gold,Datejust,Auction
5032,5000,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory
9900,9900,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,FixedPrice
4565,4550,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
3277,3265,pre-owned,Does Not Apply,Mechanical: Automatic,"Solid Gold, Stainless Steel","Solid Gold, Stainless Steel",73193,StoreInventory
7000,7000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Leather,6551,FixedPrice
4535,4500,new without tags,Does not apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
6700,6700,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
6950,6950,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
8950,8950,pre-owned,19018,Quartz (Battery),18k Yellow Gold,18k Yellow Gold,Rolex Day-Date,StoreInventory
4000,4000,pre-owned,116613LB,Mechanical (Automatic),"Stainless Steel, Gold","Yellow Gold, Stainless Steel",SUBMARINER,FixedPrice
9492,9492,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,FixedPrice
8340,8300,pre-owned,1675,Mechanical (Automatic),Stainless Steel,Steel,GMT Master,StoreInventory
4021,4000,pre-owned,69163,Mechanical (Automatic),18K Yellow Gold,18K Yellow Gold,Rolex Datejust,StoreInventory
8100,8100,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
7395,7395,new with tags,"$7,350 ",Automatic,Stainless Steel,Stainless Steel,Rolex Datejust II,StoreInventory
5792,5792,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5596,5500,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice
6250,6250,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
9848,9800,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,Auction
8893,8893,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,FixedPrice
6300,6300,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory
5950,5850,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
3850,3850,pre-owned,67194,Automatic,Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice
3750,3700,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust 16220,FixedPrice
8100,8100,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
7306,7300,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
7050,7000,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
5700,5700,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3011,3000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel&gold,Stainless Steel&gold,2140,StoreInventory
3400,3400,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,FixedPrice
7750,7750,pre-owned,15037,Mechanical (Automatic),14K Gold,14k Yellow Gold,Rolex Date,StoreInventory
4445,4445,pre-owned,1500,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,FixedPrice
5600,5600,pre-owned,116300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust II,FixedPrice
9121,9100,new without tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
6000,6000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5035,4950,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
9103,9103,pre-owned,1675,Mechanical (Automatic),Stainless Steel,Stainless Steel,GMT-MASTER,Auction
3500,3500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
11295,11295,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,StoreInventory
4800,4800,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Rolex Stainless Steel,Rolex Datejust,StoreInventory
3608,3608,pre-owned,Does Not Apply,Mechanical (Automatic),"18K Gold Bezel, Stainless Steel",Stainless/18K Gold,Yachtmaster 169623,Auction
5293,5293,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
6850,6850,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,StoreInventory
3994,3994,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
4000,4000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Leather,Rolex Oyster Perpetual,FixedPrice
3025,3000,pre-owned,14000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,Auction
4095,4050,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Leather,Rolex Datejust,Auction
6746,6725,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
6652,6652,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction
6850,6850,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
6000,6000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
2580,2550,pre-owned,67193,Automatic,"Solid Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Lady-Datejust,Auction
6295,6295,pre-owned,Does not apply,Mechanical (Automatic),"Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice
4900,4900,pre-owned,69173,Mechanical (Automatic),Stainless and 18k Gold,"Solid Gold and Stainless Steel, Solid Gold, Stainless Steel",Rolex Datejust,FixedPrice
7600,7600,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,StoreInventory
10493,10493,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
9300,9300,pre-owned,1680,Mechanical (Automatic),"Stainless Steel, Sapphire","Stainless Steel, Leather, Plastic, Yellow Gold, Canvas, Fabric, Wood",Rolex Submariner,Auction
6393,6393,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3420,3390,pre-owned,16013,Mechanical: Automatic,Stainless Steel,Genuine Rolex Clasp,Rolex Datejust,FixedPrice
4200,4200,pre-owned,Rolex Mens Datejust,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
6000,6000,pre-owned,6567,Mechanical (Automatic),Gold,Solid Gold,OYSTER PERPETUAL,FixedPrice
5901,5901,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
7150,7150,pre-owned,116234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice
7150,7150,pre-owned,116234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice
4830,4800,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
2568,2529,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
8500,8500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,StoreInventory
4000,4000,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory
3950,3950,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory
3012,3000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel&gold,Stainless Steel&gold,DATEJUST,StoreInventory
8250,8250,pre-owned,16623,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Yacht-Master,FixedPrice
7600,7600,pre-owned,16700,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,StoreInventory
4830,4800,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
7500,7500,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Yacht-Master,FixedPrice
3049,3049,pre-owned,Does Not Apply,Quartz : Battery,18K Yellow GOld,18K Yellow Gold,6621 18K Yellow Gold Rolex Cellini,Auction
4550,4550,pre-owned,68278,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Lady-Datejust,Auction
3500,3500,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,Date Just 1601,StoreInventory
6549,6549,pre-owned,Does Not Apply,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,Auction
3993,3993,pre-owned,16013,Mechanical (Automatic),"Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice
9150,9150,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
8400,8400,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
7358,7295,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
7850,7850,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,FixedPrice
6969,6969,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,"18k Yellow Gold, Stainless Steel",Submariner 16613,Auction
11500,11500,pre-owned,16800,Mechanical (Automatic),Stainless Steel,Stainless Steel,Submariner,FixedPrice
9995,9995,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,StoreInventory
9500,9500,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
8500,8500,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
3182,3182,pre-owned,16710/2180,Mechanical (Automatic),Stainless Steel,Gold,GMT Mast II,Auction
9754,9739,pre-owned,16013,Mechanical (Automatic),"Gold, Stainless Steel",Solid Gold,Rolex Datejust,Auction
8250,8250,pre-owned,16613,Mechanical (Automatic),Stainless Steel,"Gold, Stainless Steel",Rolex Submariner,StoreInventory
6000,6000,pre-owned,18038,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,FixedPrice
3093,3093,pre-owned,1625,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Datejust,Auction
10900,10900,new with tags,126333,Mechanical: Automatic,"Stainless Steel, Silver Index","SS/18K Yellow Gold, White, Silver",Rolex Datejust 41,StoreInventory
11695,11695,new without tags,116622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Yacht-Master,StoreInventory
4850,4850,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,Auction
6600,6550,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,"18k Yellow Gold, Stainless Steel",Submariner 16613,FixedPrice
11001,11001,pre-owned,16610LV,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
11650,11650,new with tags,126333,Mechanical: Automatic,Stainless Steel,"SS/18K Yellow Gold, White",Rolex Datejust 41,StoreInventory
3300,3300,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory
7400,7400,pre-owned,16013,Mechanical (Automatic),"Stainless Steel, Gold",Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
6845,6800,pre-owned,16660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,StoreInventory
9545,9500,pre-owned,16660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,StoreInventory
9100,9100,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller,Auction
4495,4495,pre-owned,Does Not Apply,Mechanical (Automatic),"Stainless Steel, Solid Gold","Stainless Steel, Solid Gold",Rolex Datejust,StoreInventory
4200,4200,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,18kt/SS,DateJust Oyster Perpetual,StoreInventory
9789,9789,pre-owned,R16700A30B9315,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,Auction
6945,6895,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
3000,3000,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,Auction
6600,6600,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
6750,6750,pre-owned,6917,Mechanical (Automatic),Stainless Steel,18K / Steel,DateJust,FixedPrice
5107,5075,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
9545,9500,pre-owned,16660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Sea-Dweller,StoreInventory
4750,4750,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,DateJust,StoreInventory
4199,4199,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,Auction
4250,4250,pre-owned,16233,Mechanical (Automatic),"Stainless Steel, Gold","Yellow Gold, Stainless Steel",Rolex Datejust,StoreInventory
4188,4188,pre-owned,6917,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
8493,8493,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
10100,10100,pre-owned,6618,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
3650,3650,pre-owned,Rolex Authentic Mens Datejust 16013,Original Rolex Caliber 3035,"Solid Gold, Stainless Steel","Original Rolex Jubilee, Solid Gold, Stainless Steel",Rolex Datejust,Auction
9150,9150,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
7595,7595,pre-owned,18239,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
6030,6000,pre-owned,Does not apply,Mechanical (Automatic),"Gold, 18k yellow gold",Leather,Rolex President,FixedPrice
12000,12000,pre-owned,116523,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Cosmograph Daytona,FixedPrice
5565,5500,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,Auction
5629,5599,new with tags,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Air-King,FixedPrice
5499,5499,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory
4890,4860,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice
7000,6950,new with tags,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Explorer 214270,StoreInventory
4349,4300,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
4500,4500,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Silicone/Rubber,Rolex Datejust,StoreInventory
11050,11000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
9800,9800,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,FixedPrice
11119,11119,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
8550,8550,new with tags,126300-BLUSO,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust 41,FixedPrice
3150,3150,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,Date Just 1601,FixedPrice
6200,6200,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
10995,10995,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
9050,9050,pre-owned,126334,Mechanical (Automatic),"Stainless Steel, Gold",Stainless Steel,Rolex Datejust 41,StoreInventory
3299,3299,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
11600,11600,new with tags,126334,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Datejust 41,StoreInventory
